Timestamp,Site,Rank,Keyword,Detail,Change
2026-08-15 11:23:52,Signal,1,LG 새 투수 존 케네디,동일,
2026-08-15 11:23:52,Signal,2,"장동혁, 집회 발언",신규,
2026-08-15 11:23:52,Signal,3,홍지민 무명 독립운동가 헌정,신규,
2026-08-15 11:23:52,Signal,4,BTS 그래미 아시안팝,동일,
2026-08-15 11:23:52,Signal,5,"션, 광복절 81.5KM 완주 성공",신규,
2026-08-15 11:23:52,Signal,6,더불어민주당 당대표 후보,신규,
2026-08-15 11:23:52,Signal,7,체포,신규,
2026-08-15 11:23:52,Signal,8,콜 오브 듀티,신규,
2026-08-15 11:23:52,Signal,9,인도네시아 7.7 강진 사망,동일,
2026-08-15 11:23:52,Signal,10,장인화,신규,
2026-08-15 11:23:52,Daum,1,홍지민 독립운동가 딸,상승,
2026-08-15 11:23:52,Daum,2,삼성 양창섭 헤드샷 퇴장,신규,
2026-08-15 11:23:52,Daum,3,여한구 직권면직,신규,
2026-08-15 11:23:52,Daum,4,인도네시아 지진,상승,
2026-08-15 11:23:52,Daum,5,박영진 샤워 성지,신규,
2026-08-15 11:23:52,Daum,6,스피닝,하락,
2026-08-15 11:23:52,Daum,7,민주당 박선원 1위,신규,
2026-08-15 11:23:52,Daum,8,이만기 나이,신규,
2026-08-15 11:23:52,Daum,9,백령도 두무진,하락,
2026-08-15 11:23:52,Daum,10,민주당 경선 결과,신규,
2026-08-15 11:23:52,Nate,6,양창섭 헤드샷 퇴장,동일,
2026-08-15 11:23:52,Nate,7,하영,동일,
2026-08-15 11:23:52,Nate,8,백지영 댓글에 정색,new,
2026-08-15 11:23:52,Nate,9,김기동 감독 햄스트링,new,
2026-08-15 11:23:52,Nate,10,문지인 김기리 이사,new,
2026-08-15 11:23:52,Zum_Keyword,1,최태원 노소영 재상고,최태원 9440억 재산분할 불복 상고 대법원서 최종 판단,
2026-08-15 11:23:52,Zum_Keyword,2,오늘의 운세,띠별 하루 운세 흐름과 연애 금전 건강 등 실생활 맞춤 조언,
2026-08-15 11:23:52,Zum_Keyword,3,정부 수도권 주택 공급,정부 주택 착공 기간 단축 청년 등 실수요자 금융 지원 확대,
2026-08-15 11:23:52,Zum_Keyword,4,AI 활용 확산,기업 전반 업무 효율 높이고 신규 서비스 개발에 AI 도입 가속화,
2026-08-15 11:23:52,Zum_Keyword,5,대상 2분기 실적,대상 식품사업 수익성 개선 해외 김치 수출 확대가 2분기 성장 견인,
2026-08-15 11:23:52,Zum_Keyword,6,재벌X형사2 안보현 정은채,안보현 정은채 공조 시작 폐가에 결박 불길 위기,
2026-08-15 11:23:52,Zum_Keyword,7,SK하이닉스 상반기 급여,AI 시대 호실적으로 직원 평균 1.4억 원 급여 23% 상승,
2026-08-15 11:23:52,Zum_Keyword,8,삼성전자 상반기 투자,삼성전자 상반기 R&D 시설 역대 최대 55조 반도체/디스플레이 집중,
2026-08-15 11:23:52,Zum_Keyword,9,2026 을지연습 실시,급변하는 안보 위협과 복합 재난 대비 민관군경 비상대비 훈련,
2026-08-15 11:23:52,Zum_Keyword,10,두나무 상반기 실적,글로벌 디지털자산 시장 위축으로 실적 급감했지만 여전히 흑자 기록,
2026-08-15 11:23:52,Zum_Stock,1,기아,"코드: 000270 | 현재가: 141,700원 | 변동률: +3.13%",
2026-08-15 11:23:52,Zum_Stock,2,SK하이닉스,"코드: 000660 | 현재가: 1,645,000원 | 변동률: +3.26%",
2026-08-15 11:23:52,Zum_Stock,3,삼양식품,"코드: 003230 | 현재가: 1,270,000원 | 변동률: +4.18%",
2026-08-15 11:23:52,Zum_Stock,4,금호전기,"코드: 001210 | 현재가: 6,490원 | 변동률: -5.81%",
2026-08-15 11:23:52,Zum_Stock,5,현대차,"코드: 005380 | 현재가: 453,000원 | 변동률: +8.24%",
2026-08-15 11:23:52,Zum_Stock,6,현대차,"코드: 005380 | 현재가: 453,000원 | 변동률: +8.24%",
2026-08-15 11:23:52,Zum_Stock,7,POSCO홀딩스,"코드: 005490 | 현재가: 334,000원 | 변동률: +2.61%",
2026-08-15 11:23:52,Zum_Stock,8,삼성전자,"코드: 005930 | 현재가: 274,500원 | 변동률: +2.43%",
2026-08-15 11:23:52,Zum_Stock,9,SK텔레콤,"코드: 017670 | 현재가: 100,500원 | 변동률: +10.32%",
2026-08-15 11:23:52,Zum_Stock,10,한화생명,"코드: 088350 | 현재가: 5,630원 | 변동률: +11.93%",
2026-08-15 11:23:52,Zum_Stock,11,네이처셀,"코드: 007390 | 현재가: 23,400원 | 변동률: -0.85%",
2026-08-15 11:23:52,Zum_Stock,12,한화에어로스페이스,"코드: 012450 | 현재가: 1,160,000원 | 변동률: -2.11%",
2026-08-15 11:23:52,Zum_Stock,13,한국전력,"코드: 015760 | 현재가: 33,250원 | 변동률: +0.45%",
2026-08-15 11:23:52,Zum_Stock,14,한라캐스트,"코드: 125490 | 현재가: 12,590원 | 변동률: +16.25%",
2026-08-15 11:23:52,Zum_Stock,15,현대오토에버,"코드: 307950 | 현재가: 489,500원 | 변동률: +9.02%",
2026-08-15 11:23:52,Zum_Stock,16,NAVER,"코드: 035420 | 현재가: 228,000원 | 변동률: +0.66%",
2026-08-15 11:23:52,Zum_Stock,17,한미반도체,"코드: 042700 | 현재가: 229,000원 | 변동률: +1.33%",
2026-08-15 11:23:52,Zum_Stock,18,한국항공우주,"코드: 047810 | 현재가: 146,400원 | 변동률: -3.17%",
2026-08-15 11:23:52,Zum_Stock,19,현대무벡스,"코드: 319400 | 현재가: 28,000원 | 변동률: +10.67%",
2026-08-15 11:23:52,Zum_Stock,20,지투파워,"코드: 388050 | 현재가: 10,440원 | 변동률: +0.10%",
2026-08-15 11:23:52,Zum_Stock,21,알테오젠,"코드: 196170 | 현재가: 314,000원 | 변동률: -1.10%",
2026-08-15 11:23:52,Zum_Stock,22,신라젠,"코드: 215600 | 현재가: 2,180원 | 변동률: -1.58%",
2026-08-15 11:23:52,Zum_Stock,23,HD현대일렉트릭,"코드: 267260 | 현재가: 803,000원 | 변동률: +2.29%",
2026-08-15 11:23:52,Zum_Stock,24,클로봇,"코드: 466100 | 현재가: 32,700원 | 변동률: +13.74%",
2026-08-15 11:23:52,Zum_Stock,25,코오롱티슈진,"코드: 950160 | 현재가: 28,550원 | 변동률: +11.52%",
2026-08-15 20:32:25,Signal,1,LG 새 투수 존 케네디,동일,
2026-08-15 20:32:25,Signal,2,"장동혁, 집회 발언",신규,
2026-08-15 20:32:25,Signal,3,홍지민 무명 독립운동가 헌정,신규,
2026-08-15 20:32:25,Signal,4,BTS 그래미 아시안팝,동일,
2026-08-15 20:32:25,Signal,5,"션, 광복절 81.5KM 완주 성공",신규,
2026-08-15 20:32:25,Signal,6,더불어민주당 당대표 후보,신규,
2026-08-15 20:32:25,Signal,7,체포,신규,
2026-08-15 20:32:25,Signal,8,콜 오브 듀티,신규,
2026-08-15 20:32:25,Signal,9,인도네시아 7.7 강진 사망,동일,
2026-08-15 20:32:25,Signal,10,장인화,신규,
2026-08-15 20:32:25,Daum,1,오원석 제춘모 코치,신규,
2026-08-15 20:32:25,Daum,2,삼성 양창섭 헤드샷 퇴장,하락,
2026-08-15 20:32:25,Daum,3,놀면 뭐하니 박영진 허경환,신규,
2026-08-15 20:32:25,Daum,4,홍지민 아버지 독립운동가,신규,
2026-08-15 20:32:25,Daum,5,두리안,신규,
2026-08-15 20:32:25,Daum,6,조현병,신규,
2026-08-15 20:32:25,Daum,7,농구,신규,
2026-08-15 20:32:25,Daum,8,기아 타이거즈 이호연,신규,
2026-08-15 20:32:25,Daum,9,두산 최승용 사인회,신규,
2026-08-15 20:32:25,Daum,10,올공,신규,
2026-08-15 20:32:25,Nate,1,집회 장동혁 대표,동일,
2026-08-15 20:32:25,Nate,2,홍지민,동일,
2026-08-15 20:32:25,Nate,3,김민석 과반 승리,상승 5,
2026-08-15 20:32:25,Nate,4,고 백인천 감독 추모하는,신규,
2026-08-15 20:32:25,Nate,5,유부녀 킬러 드라마,동일,
2026-08-15 20:32:25,Nate,6,양창섭 헤드샷 퇴장,동일,
2026-08-15 20:32:25,Nate,7,하영,동일,
2026-08-15 20:32:25,Nate,8,백지영 댓글에 정색,신규,
2026-08-15 20:32:25,Nate,9,김기동 감독 햄스트링,신규,
2026-08-15 20:32:25,Nate,10,문지인 김기리 이사,신규,
2026-08-15 20:32:25,Zum_Keyword,1,최태원 노소영 재상고,최태원 9440억 재산분할 불복 상고 대법원서 최종 판단,
2026-08-15 20:32:25,Zum_Keyword,2,오늘의 운세,띠별 하루 운세 흐름과 연애 금전 건강 등 실생활 맞춤 조언,
2026-08-15 20:32:25,Zum_Keyword,3,정부 수도권 주택 공급,정부 주택 착공 기간 단축 청년 등 실수요자 금융 지원 확대,
2026-08-15 20:32:25,Zum_Keyword,4,AI 활용 확산,기업 전반 업무 효율 높이고 신규 서비스 개발에 AI 도입 가속화,
2026-08-15 20:32:25,Zum_Keyword,5,대상 2분기 실적,대상 식품사업 수익성 개선 해외 김치 수출 확대가 2분기 성장 견인,
2026-08-15 20:32:25,Zum_Keyword,6,재벌X형사2 안보현 정은채,안보현 정은채 공조 시작 폐가에 결박 불길 위기,
2026-08-15 20:32:25,Zum_Keyword,7,SK하이닉스 상반기 급여,AI 시대 호실적으로 직원 평균 1.4억 원 급여 23% 상승,
2026-08-15 20:32:25,Zum_Keyword,8,삼성전자 상반기 투자,삼성전자 상반기 R&D 시설 역대 최대 55조 반도체/디스플레이 집중,
2026-08-15 20:32:25,Zum_Keyword,9,2026 을지연습 실시,급변하는 안보 위협과 복합 재난 대비 민관군경 비상대비 훈련,
2026-08-15 20:32:25,Zum_Keyword,10,두나무 상반기 실적,글로벌 디지털자산 시장 위축으로 실적 급감했지만 여전히 흑자 기록,
2026-08-15 20:32:25,Zum_Stock,1,기아,"코드: 000270 | 현재가: 141,700원 | 변동률: +3.13%",
2026-08-15 20:32:25,Zum_Stock,2,SK하이닉스,"코드: 000660 | 현재가: 1,645,000원 | 변동률: +3.26%",
2026-08-15 20:32:25,Zum_Stock,3,삼양식품,"코드: 003230 | 현재가: 1,270,000원 | 변동률: +4.18%",
2026-08-15 20:32:25,Zum_Stock,4,금호전기,"코드: 001210 | 현재가: 6,490원 | 변동률: -5.81%",
2026-08-15 20:32:25,Zum_Stock,5,현대차,"코드: 005380 | 현재가: 453,000원 | 변동률: +8.24%",
2026-08-15 20:32:25,Zum_Stock,6,현대차,"코드: 005380 | 현재가: 453,000원 | 변동률: +8.24%",
2026-08-15 20:32:25,Zum_Stock,7,POSCO홀딩스,"코드: 005490 | 현재가: 334,000원 | 변동률: +2.61%",
2026-08-15 20:32:25,Zum_Stock,8,삼성전자,"코드: 005930 | 현재가: 274,500원 | 변동률: +2.43%",
2026-08-15 20:32:25,Zum_Stock,9,SK텔레콤,"코드: 017670 | 현재가: 100,500원 | 변동률: +10.32%",
2026-08-15 20:32:25,Zum_Stock,10,한화생명,"코드: 088350 | 현재가: 5,630원 | 변동률: +11.93%",
2026-08-15 20:32:25,Zum_Stock,11,네이처셀,"코드: 007390 | 현재가: 23,400원 | 변동률: -0.85%",
2026-08-15 20:32:25,Zum_Stock,12,한화에어로스페이스,"코드: 012450 | 현재가: 1,160,000원 | 변동률: -2.11%",
2026-08-15 20:32:25,Zum_Stock,13,한국전력,"코드: 015760 | 현재가: 33,250원 | 변동률: +0.45%",
2026-08-15 20:32:25,Zum_Stock,14,한라캐스트,"코드: 125490 | 현재가: 12,590원 | 변동률: +16.25%",
2026-08-15 20:32:25,Zum_Stock,15,현대오토에버,"코드: 307950 | 현재가: 489,500원 | 변동률: +9.02%",
2026-08-15 20:32:25,Zum_Stock,16,NAVER,"코드: 035420 | 현재가: 228,000원 | 변동률: +0.66%",
2026-08-15 20:32:25,Zum_Stock,17,한미반도체,"코드: 042700 | 현재가: 229,000원 | 변동률: +1.33%",
2026-08-15 20:32:25,Zum_Stock,18,한국항공우주,"코드: 047810 | 현재가: 146,400원 | 변동률: -3.17%",
2026-08-15 20:32:25,Zum_Stock,19,현대무벡스,"코드: 319400 | 현재가: 28,000원 | 변동률: +10.67%",
2026-08-15 20:32:25,Zum_Stock,20,지투파워,"코드: 388050 | 현재가: 10,440원 | 변동률: +0.10%",
2026-08-15 20:32:25,Zum_Stock,21,알테오젠,"코드: 196170 | 현재가: 314,000원 | 변동률: -1.10%",
2026-08-15 20:32:25,Zum_Stock,22,신라젠,"코드: 215600 | 현재가: 2,180원 | 변동률: -1.58%",
2026-08-15 20:32:25,Zum_Stock,23,HD현대일렉트릭,"코드: 267260 | 현재가: 803,000원 | 변동률: +2.29%",
2026-08-15 20:32:25,Zum_Stock,24,클로봇,"코드: 466100 | 현재가: 32,700원 | 변동률: +13.74%",
2026-08-15 20:32:25,Zum_Stock,25,코오롱티슈진,"코드: 950160 | 현재가: 28,550원 | 변동률: +11.52%",
2026-08-15 22:22:13,Signal,1,"김민석, 호남 과반 승리",신규,
2026-08-15 22:22:13,Signal,2,"박유나, 고윤 소개로 배정남과 사랑이 온다",신규,
2026-08-15 22:22:13,Signal,3,백인천 감독 추모합니다,신규,
2026-08-15 22:22:13,Signal,4,내일 날씨,신규,
2026-08-15 22:22:13,Signal,5,로또 1237회 당첨번호,신규,
2026-08-15 22:22:13,Signal,6,리센느 원 인기 실감!,신규,
2026-08-15 22:22:13,Signal,7,헤수스 카사스,신규,
2026-08-15 22:22:13,Signal,8,서강대 개인정보 유출,동일,
2026-08-15 22:22:13,Signal,9,최형우,신규,
2026-08-15 22:22:13,Signal,10,LG 케네디 영입,동일,
2026-08-15 22:22:13,Daum,1,1237회 로또 당첨 번호,동일,
2026-08-15 22:22:13,Daum,2,강부자 나이,동일,
2026-08-15 22:22:13,Daum,3,한국농구 20점차 참패,상승,
2026-08-15 22:22:13,Daum,4,썬킴 전현무 아파트 인연,상승,
2026-08-15 22:22:13,Daum,5,곽범 시술 중독 고백,신규,
2026-08-15 22:22:13,Daum,6,마도식 배우,신규,
2026-08-15 22:22:13,Daum,7,백범 김구 기념관,신규,
2026-08-15 22:22:13,Daum,8,박시원 야구,신규,
2026-08-15 22:22:13,Daum,9,박선원 여당 최고위원 1위,신규,
2026-08-15 22:22:13,Daum,10,월영교,신규,
2026-08-15 22:22:13,Nate,1,정청래 호남서 호남,상승 4,
2026-08-15 22:22:13,Nate,2,사랑이 온다,하락 1,
2026-08-15 22:22:13,Nate,3,김민석 과반 승리,신규,
2026-08-15 22:22:13,Nate,4,집회 장동혁 대표,신규,
2026-08-15 22:22:13,Nate,5,박선원 1위 최고위원,신규,
2026-08-15 22:22:13,Nate,6,고 백인천 감독,신규,
2026-08-15 22:22:13,Nate,7,곽범 독립운동가 기부,신규,
2026-08-15 22:22:13,Nate,8,타구 턱뼈 분쇄골절,신규,
2026-08-15 22:22:13,Nate,9,오싹한 연애,하락 2,
2026-08-15 22:22:13,Nate,10,양창섭 헤드샷 퇴장,신규,
2026-08-15 22:22:13,Zum_Keyword,1,김민석 호남 압승,김민석 최대 승부처 호남서 과반 득표 당권 8부 능선 넘다,
2026-08-15 22:22:13,Zum_Keyword,2,로또 1237회 당첨번호,10 20 23 34 37 40 1등 23명 각 12억1493만원 당첨,
2026-08-15 22:22:13,Zum_Keyword,3,인도네시아 7.7 강진 사망,플로레스섬 지진 최소 20명 숨지고 쓰나미 경보 해제,
2026-08-15 22:22:13,Zum_Keyword,4,서강대 개인정보 유출,서강대 학생/교직원 18만 명 통합 비밀번호 등 외부 공격 유출,
2026-08-15 22:22:13,Zum_Keyword,5,LG 케네디 영입,부상 웰스 대체 좌완 케네디 영입 포스트시즌 출전 자격 확보,
2026-08-15 22:22:13,Zum_Keyword,6,BTS 그래미 아시안팝,BTS 반발에 그래미 아시아 음악 분리 논란 부문 재검토,
2026-08-15 22:22:13,Zum_Keyword,7,최태원 노소영 재상고,최태원 9440억 재산분할 불복 상고 대법원서 최종 판단,
2026-08-15 22:22:13,Zum_Keyword,8,AI 활용 확산,기업 전반 업무 효율 높이고 신규 서비스 개발에 AI 도입 가속화,
2026-08-15 22:22:13,Zum_Keyword,9,2026 을지연습 실시,급변하는 안보 위협과 복합 재난 대비 민관군경 비상대비 훈련,
2026-08-15 22:22:13,Zum_Keyword,10,광복절 전국 비소식,가뭄 심한 남부 단비이나 해갈 부족 열대야 다시 시작,
2026-08-15 22:22:13,Zum_Stock,1,기아,"코드: 000270 | 현재가: 141,700원 | 변동률: +3.13%",
2026-08-15 22:22:13,Zum_Stock,2,SK하이닉스,"코드: 000660 | 현재가: 1,645,000원 | 변동률: +3.26%",
2026-08-15 22:22:13,Zum_Stock,3,삼양식품,"코드: 003230 | 현재가: 1,270,000원 | 변동률: +4.18%",
2026-08-15 22:22:13,Zum_Stock,4,금호전기,"코드: 001210 | 현재가: 6,490원 | 변동률: -5.81%",
2026-08-15 22:22:13,Zum_Stock,5,현대차,"코드: 005380 | 현재가: 453,000원 | 변동률: +8.24%",
2026-08-15 22:22:13,Zum_Stock,6,현대차,"코드: 005380 | 현재가: 453,000원 | 변동률: +8.24%",
2026-08-15 22:22:13,Zum_Stock,7,POSCO홀딩스,"코드: 005490 | 현재가: 334,000원 | 변동률: +2.61%",
2026-08-15 22:22:13,Zum_Stock,8,삼성전자,"코드: 005930 | 현재가: 274,500원 | 변동률: +2.43%",
2026-08-15 22:22:13,Zum_Stock,9,SK텔레콤,"코드: 017670 | 현재가: 100,500원 | 변동률: +10.32%",
2026-08-15 22:22:13,Zum_Stock,10,한화생명,"코드: 088350 | 현재가: 5,630원 | 변동률: +11.93%",
2026-08-15 22:22:13,Zum_Stock,11,네이처셀,"코드: 007390 | 현재가: 23,400원 | 변동률: -0.85%",
2026-08-15 22:22:13,Zum_Stock,12,한화에어로스페이스,"코드: 012450 | 현재가: 1,160,000원 | 변동률: -2.11%",
2026-08-15 22:22:13,Zum_Stock,13,한국전력,"코드: 015760 | 현재가: 33,250원 | 변동률: +0.45%",
2026-08-15 22:22:13,Zum_Stock,14,한라캐스트,"코드: 125490 | 현재가: 12,590원 | 변동률: +16.25%",
2026-08-15 22:22:13,Zum_Stock,15,현대오토에버,"코드: 307950 | 현재가: 489,500원 | 변동률: +9.02%",
2026-08-15 22:22:13,Zum_Stock,16,NAVER,"코드: 035420 | 현재가: 228,000원 | 변동률: +0.66%",
2026-08-15 22:22:13,Zum_Stock,17,한미반도체,"코드: 042700 | 현재가: 229,000원 | 변동률: +1.33%",
2026-08-15 22:22:13,Zum_Stock,18,한국항공우주,"코드: 047810 | 현재가: 146,400원 | 변동률: -3.17%",
2026-08-15 22:22:13,Zum_Stock,19,현대무벡스,"코드: 319400 | 현재가: 28,000원 | 변동률: +10.67%",
2026-08-15 22:22:13,Zum_Stock,20,지투파워,"코드: 388050 | 현재가: 10,440원 | 변동률: +0.10%",
2026-08-15 22:22:13,Zum_Stock,21,알테오젠,"코드: 196170 | 현재가: 314,000원 | 변동률: -1.10%",
2026-08-15 22:22:13,Zum_Stock,22,신라젠,"코드: 215600 | 현재가: 2,180원 | 변동률: -1.58%",
2026-08-15 22:22:13,Zum_Stock,23,HD현대일렉트릭,"코드: 267260 | 현재가: 803,000원 | 변동률: +2.29%",
2026-08-15 22:22:13,Zum_Stock,24,클로봇,"코드: 466100 | 현재가: 32,700원 | 변동률: +13.74%",
2026-08-15 22:22:13,Zum_Stock,25,코오롱티슈진,"코드: 950160 | 현재가: 28,550원 | 변동률: +11.52%",
2026-08-15 23:11:21,Signal,1,정청래 호남 대패 수용,신규,
2026-08-15 23:11:21,Signal,2,사랑이 온다: 당혹과 주도권,신규,
2026-08-15 23:11:21,Signal,3,전국 남부 제주 폭우와 천둥,신규,
2026-08-15 23:11:21,Signal,4,엘니뇨,신규,
2026-08-15 23:11:21,Signal,5,K리그1 서울 대전,동일,
2026-08-15 23:11:21,Signal,6,로또 1237회 당첨번호,동일,
2026-08-15 23:11:21,Signal,7,테니스,신규,
2026-08-15 23:11:21,Signal,8,"장동혁, 참정권 집회 참석",신규,
2026-08-15 23:11:21,Signal,9,블랙록,동일,
2026-08-15 23:11:21,Signal,10,인도네시아 7.7 강진 사망,동일,
2026-08-15 23:11:21,Daum,1,강부자 나이,동일,
2026-08-15 23:11:21,Daum,2,KIA 두산 제압,상승,
2026-08-15 23:11:21,Daum,3,이종욱박사,동일,
2026-08-15 23:11:21,Daum,4,이묵원 배우,상승,
2026-08-15 23:11:21,Daum,5,1237회 로또 당첨 번호,하락,
2026-08-15 23:11:21,Daum,6,양현종 통산 194승,하락,
2026-08-15 23:11:21,Daum,7,여한구 경질 이유,신규,
2026-08-15 23:11:21,Daum,8,이장우 환희 소개팅 주선,하락,
2026-08-15 23:11:21,Daum,9,김원중 강판,신규,
2026-08-15 23:11:21,Daum,10,살림남2,신규,
2026-08-15 23:11:21,Nate,1,사랑이 온다,상승 1,
2026-08-15 23:11:21,Nate,2,김민석 과반 승리,상승 1,
2026-08-15 23:11:21,Nate,3,박선원 최민희 최고위원,신규,
2026-08-15 23:11:21,Nate,4,집회 장동혁 대표,상승 1,
2026-08-15 23:11:21,Nate,5,남부 제주 200㎜,신규,
2026-08-15 23:11:21,Nate,6,오싹한 연애,상승 4,
2026-08-15 23:11:21,Nate,7,U-17 여자 튀르키예에,신규,
2026-08-15 23:11:21,Nate,8,양창섭 헤드샷 퇴장,상승 12,
2026-08-15 23:11:21,Nate,9,로또 23명 1등,동일,
2026-08-15 23:11:21,Nate,10,빽가 독립운동가 후손,하락 3,
2026-08-15 23:11:21,Zum_Keyword,1,김민석 호남 압승,김민석 최대 승부처 호남서 과반 득표 당권 8부 능선 넘다,
2026-08-15 23:11:21,Zum_Keyword,2,K리그1 서울 대전,서울 송민규 2골1도움 후반 대역전 드라마 쓰며 대전 꺾고 선두 수성,
2026-08-15 23:11:21,Zum_Keyword,3,로또 1237회 당첨번호,10 20 23 34 37 40 1등 23명 각 12억1493만원 당첨,
2026-08-15 23:11:21,Zum_Keyword,4,인도네시아 7.7 강진 사망,플로레스섬 지진 최소 20명 숨지고 쓰나미 경보 해제,
2026-08-15 23:11:21,Zum_Keyword,5,서강대 개인정보 유출,서강대 학생/교직원 18만 명 통합 비밀번호 등 외부 공격 유출,
2026-08-15 23:11:21,Zum_Keyword,6,LG 케네디 영입,부상 웰스 대체 좌완 케네디 영입 포스트시즌 출전 자격 확보,
2026-08-15 23:11:21,Zum_Keyword,7,최태원 노소영 재상고,최태원 9440억 재산분할 불복 상고 대법원서 최종 판단,
2026-08-15 23:11:21,Zum_Keyword,8,BTS 그래미 아시안팝,BTS 반발에 그래미 아시아 음악 분리 논란 부문 재검토,
2026-08-15 23:11:21,Zum_Keyword,9,AI 활용 확산,기업 전반 업무 효율 높이고 신규 서비스 개발에 AI 도입 가속화,
2026-08-15 23:11:21,Zum_Keyword,10,2026 을지연습 실시,급변하는 안보 위협과 복합 재난 대비 민관군경 비상대비 훈련,
2026-08-15 23:11:21,Zum_Keyword,11,광복절 전국 비소식,가뭄 심한 남부 단비이나 해갈 부족 열대야 다시 시작,
2026-08-15 23:11:21,Zum_Stock,1,기아,"코드: 000270 | 현재가: 141,700원 | 변동률: +3.13%",
2026-08-15 23:11:21,Zum_Stock,2,SK하이닉스,"코드: 000660 | 현재가: 1,645,000원 | 변동률: +3.26%",
2026-08-15 23:11:21,Zum_Stock,3,삼양식품,"코드: 003230 | 현재가: 1,270,000원 | 변동률: +4.18%",
2026-08-15 23:11:21,Zum_Stock,4,금호전기,"코드: 001210 | 현재가: 6,490원 | 변동률: -5.81%",
2026-08-15 23:11:21,Zum_Stock,5,현대차,"코드: 005380 | 현재가: 453,000원 | 변동률: +8.24%",
2026-08-15 23:11:21,Zum_Stock,6,현대차,"코드: 005380 | 현재가: 453,000원 | 변동률: +8.24%",
2026-08-15 23:11:21,Zum_Stock,7,POSCO홀딩스,"코드: 005490 | 현재가: 334,000원 | 변동률: +2.61%",
2026-08-15 23:11:21,Zum_Stock,8,삼성전자,"코드: 005930 | 현재가: 274,500원 | 변동률: +2.43%",
2026-08-15 23:11:21,Zum_Stock,9,SK텔레콤,"코드: 017670 | 현재가: 100,500원 | 변동률: +10.32%",
2026-08-15 23:11:21,Zum_Stock,10,한화생명,"코드: 088350 | 현재가: 5,630원 | 변동률: +11.93%",
2026-08-15 23:11:21,Zum_Stock,11,네이처셀,"코드: 007390 | 현재가: 23,400원 | 변동률: -0.85%",
2026-08-15 23:11:21,Zum_Stock,12,한화에어로스페이스,"코드: 012450 | 현재가: 1,160,000원 | 변동률: -2.11%",
2026-08-15 23:11:21,Zum_Stock,13,한국전력,"코드: 015760 | 현재가: 33,250원 | 변동률: +0.45%",
2026-08-15 23:11:21,Zum_Stock,14,한라캐스트,"코드: 125490 | 현재가: 12,590원 | 변동률: +16.25%",
2026-08-15 23:11:21,Zum_Stock,15,현대오토에버,"코드: 307950 | 현재가: 489,500원 | 변동률: +9.02%",
2026-08-15 23:11:21,Zum_Stock,16,NAVER,"코드: 035420 | 현재가: 228,000원 | 변동률: +0.66%",
2026-08-15 23:11:21,Zum_Stock,17,한미반도체,"코드: 042700 | 현재가: 229,000원 | 변동률: +1.33%",
2026-08-15 23:11:21,Zum_Stock,18,한국항공우주,"코드: 047810 | 현재가: 146,400원 | 변동률: -3.17%",
2026-08-15 23:11:21,Zum_Stock,19,현대무벡스,"코드: 319400 | 현재가: 28,000원 | 변동률: +10.67%",
2026-08-15 23:11:21,Zum_Stock,20,지투파워,"코드: 388050 | 현재가: 10,440원 | 변동률: +0.10%",
2026-08-15 23:11:21,Zum_Stock,21,알테오젠,"코드: 196170 | 현재가: 314,000원 | 변동률: -1.10%",
2026-08-15 23:11:21,Zum_Stock,22,신라젠,"코드: 215600 | 현재가: 2,180원 | 변동률: -1.58%",
2026-08-15 23:11:21,Zum_Stock,23,HD현대일렉트릭,"코드: 267260 | 현재가: 803,000원 | 변동률: +2.29%",
2026-08-15 23:11:21,Zum_Stock,24,클로봇,"코드: 466100 | 현재가: 32,700원 | 변동률: +13.74%",
2026-08-15 23:11:21,Zum_Stock,25,코오롱티슈진,"코드: 950160 | 현재가: 28,550원 | 변동률: +11.52%",
2026-08-16 00:09:24,Signal,1,정청래 겸허한 대패,신규,
2026-08-16 00:09:24,Signal,2,김민석 호남서 과반,신규,
2026-08-16 00:09:24,Signal,3,로또 1237회 당첨번호,동일,
2026-08-16 00:09:24,Signal,4,남부 제주 최고 200㎜ 비,신규,
2026-08-16 00:09:24,Signal,5,그것이 알고 싶다,신규,
2026-08-16 00:09:24,Signal,6,재벌형사,신규,
2026-08-16 00:09:24,Signal,7,오싹한 연애,동일,
2026-08-16 00:09:24,Signal,8,첼시,동일,
2026-08-16 00:09:24,Signal,9,양창섭 헤드샷 퇴장 3연승,신규,
2026-08-16 00:09:24,Signal,10,인도네시아 7.7 강진 사망,동일,
2026-08-16 00:09:24,Daum,1,해루질,신규,
2026-08-16 00:09:24,Daum,2,1237회 로또 당첨 번호,하락,
2026-08-16 00:09:24,Daum,3,그것이 알고싶다,상승,
2026-08-16 00:09:24,Daum,4,이동하 초절약 결혼식,하락,
2026-08-16 00:09:24,Daum,5,윤가이 장기하,하락,
2026-08-16 00:09:24,Daum,6,곽범 시술 중독,신규,
2026-08-16 00:09:24,Daum,7,민주당,신규,
2026-08-16 00:09:24,Daum,8,가비 광복절 기부,신규,
2026-08-16 00:09:24,Daum,9,신천지,신규,
2026-08-16 00:09:24,Daum,10,여한구 경질 이유,하락,
2026-08-16 00:09:24,Nate,1,정청래 호남서 호남,동일,
2026-08-16 00:09:24,Nate,2,호남서 과반 승리,신규,
2026-08-16 00:09:24,Nate,3,그것이 알고 싶다,상승 1,
2026-08-16 00:09:24,Nate,4,전국 남부 폭우,신규,
